SOURCE_ID	SOURCE_NAME	TARGET_ID	TARGET_NAME	PolysemyByFamily	DerivationByFamily
Zalizniak-2024-4583-1995	noble	Zalizniak-2024-4583-327	Boletus edulis	1	1
Zalizniak-2024-4583-1995	noble	Zalizniak-2024-4583-1148	free	1	0
Zalizniak-2024-4583-1995	noble	Zalizniak-2024-4583-222	bear (Ursus)	1	1
Zalizniak-2024-4583-1995	noble	Zalizniak-2024-4583-1242	good (ethically)	1	0
Zalizniak-2024-4583-2000	noon	Zalizniak-2024-4583-2744	South	3	1
Zalizniak-2024-4583-2000	noon	Zalizniak-2024-4583-1729	lunch, midday meal	1	1
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-451	cape	4	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-2005	nostril	4	2
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-991	face	0	1
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-219	beak	4	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-1166	front part	4	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-2552	sense of smell	3	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-247	beginning	2	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-919	end	1	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-83	angry	1	1
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-2588	sharp point	1	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-1404	hood (of car)	1	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-1872	mole (Talpa)	1	0
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-582	coati	1	4
Zalizniak-2024-4583-2004	nose	Zalizniak-2024-4583-201	barrel (of a gun)	1	0
Zalizniak-2024-4583-2008	not to do	Zalizniak-2024-4583-2900	Sunday	0	1
Zalizniak-2024-4583-2013	November	Zalizniak-2024-4583-2038	October	0	1
Zalizniak-2024-4583-2014	novice	Zalizniak-2024-4583-4317	unbroken horse	1	0
Zalizniak-2024-4583-2015	now	Zalizniak-2024-4583-2732	soon	1	0
Zalizniak-2024-4583-2015	now	Zalizniak-2024-4583-2374	recently	1	0
Zalizniak-2024-4583-2018	number	Zalizniak-2024-4583-745	date	2	0
Zalizniak-2024-4583-2018	number	Zalizniak-2024-4583-2637	side of a coin	2	1
Zalizniak-2024-4583-2019	numerous	Zalizniak-2024-4583-271	big	1	0
Zalizniak-2024-4583-2020	nun	Zalizniak-2024-4583-1760	mantis	1	0
Zalizniak-2024-4583-2020	nun	Zalizniak-2024-4583-1095	flea	1	0
Zalizniak-2024-4583-2021	nurse	Zalizniak-2024-4583-2022	nurse (junior medical staff)	1	0
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-2999	testicle	2	0
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-327	Boletus edulis	1	0
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-2267	potato	1	0
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-1053	fig	0	1
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-943	Eurasian nuthatch	0	2
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-84	Anguis fragilis	0	1
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-1330	hazel grouse (Tetrastes bonasia)	0	1
Zalizniak-2024-4583-2023	nut, hazel	Zalizniak-2024-4583-2698	smooth snake	0	1
Zalizniak-2024-4583-2026	orthopteran	Zalizniak-2024-4583-836	dragonfly	1	0
Zalizniak-2024-4583-2026	orthopteran	Zalizniak-2024-4583-161	bird	0	2
Zalizniak-2024-4583-2027	oak	Zalizniak-2024-4583-4120	to tan (hides)	0	1
Zalizniak-2024-4583-2027	oak	Zalizniak-2024-4583-2249	pole (long stick)	0	1
Zalizniak-2024-4583-2027	oak	Zalizniak-2024-4583-586	cockchafer	0	1
Zalizniak-2024-4583-2027	oak	Zalizniak-2024-4583-107	April	0	1
Zalizniak-2024-4583-2028	oar	Zalizniak-2024-4583-3936	to row (with oars)	0	2
Zalizniak-2024-4583-2029	oat	Zalizniak-2024-4583-4546	yellow-hammer	0	2
Zalizniak-2024-4583-2029	oat	Zalizniak-2024-4583-2561	September	0	1
Zalizniak-2024-4583-2032	objection, contradiction	Zalizniak-2024-4583-1663	lie (n.), untruth	1	0
Zalizniak-2024-4583-2036	ocean	Zalizniak-2024-4583-1125	foreign	1	0
Zalizniak-2024-4583-2036	ocean	Zalizniak-2024-4583-791	dictionary	3	0
Zalizniak-2024-4583-2037	ochre	Zalizniak-2024-4583-4544	yellow	0	1
Zalizniak-2024-4583-2042	official (n.)	Zalizniak-2024-4583-836	dragonfly	1	0
Zalizniak-2024-4583-2044	often	Zalizniak-2024-4583-58	all, whole	1	0
Zalizniak-2024-4583-2045	oil (food)	Zalizniak-2024-4583-2182	petroleum, oil	3	0
Zalizniak-2024-4583-2045	oil (food)	Zalizniak-2024-4583-2683	slippery jack (Suillus luteus)	0	1
Zalizniak-2024-4583-2049	old (vs. new)	Zalizniak-2024-4583-1386	historical tale	0	1
Zalizniak-2024-4583-2050	old (vs. young)	Zalizniak-2024-4583-2124	parents	1	1
Zalizniak-2024-4583-2050	old (vs. young)	Zalizniak-2024-4583-334	boss	2	1
Zalizniak-2024-4583-2050	old (vs. young)	Zalizniak-2024-4583-4035	to spoil (intr.)	1	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-1449	husband	15	1
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-1681	lion (Panthera leo)	1	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-1586	king (a playing card)	2	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-327	Boletus edulis	1	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-4516	wolf	0	1
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-76	ancestor	2	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-1019	father	4	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-2773	spirit (supernatural being)	2	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-2992	term of address to a man	4	0
Zalizniak-2024-4583-2051	old man	Zalizniak-2024-4583-3027	thunder	1	0
Zalizniak-2024-4583-2052	old man/grandfather	Zalizniak-2024-4583-222	bear (Ursus)	1	1
Zalizniak-2024-4583-2053	old woman	Zalizniak-2024-4583-4482	wife	4	1
Zalizniak-2024-4583-2053	old woman	Zalizniak-2024-4583-4509	witch, sorceress	1	0
Zalizniak-2024-4583-2053	old woman	Zalizniak-2024-4583-1834	midwife	2	0
Zalizniak-2024-4583-2056	omen	Zalizniak-2024-4583-1882	monster (abnormal creature)	1	0
Zalizniak-2024-4583-2059	one (unit)	Zalizniak-2024-4583-19	ace (playing card)	1	0
Zalizniak-2024-4583-2059	one (unit)	Zalizniak-2024-4583-2064	only, just	1	0
Zalizniak-2024-4583-2060	one hundred thousand	Zalizniak-2024-4583-1762	many, much	1	0
Zalizniak-2024-4583-2062	one's own	Zalizniak-2024-4583-1206	german (brother or sister)	1	0
Zalizniak-2024-4583-2063	onion	Zalizniak-2024-4583-2267	potato	0	1
Zalizniak-2024-4583-2063	onion	Zalizniak-2024-4583-1195	garlic (Allium sativum)	0	1
Zalizniak-2024-4583-2064	only, just	Zalizniak-2024-4583-412	but, however	2	0
Zalizniak-2024-4583-2065	open (adj.)	Zalizniak-2024-4583-1670	light, bright, clear	1	0
Zalizniak-2024-4583-2065	open (adj.)	Zalizniak-2024-4583-1141	frank	2	1
Zalizniak-2024-4583-2066	open-eyed	Zalizniak-2024-4583-4387	vigilant	2	0
Zalizniak-2024-4583-2067	opening of a sack	Zalizniak-2024-4583-2525	scatterbrain	1	0
Zalizniak-2024-4583-2068	opening, hole	Zalizniak-2024-4583-1203	genitalia	1	0
Zalizniak-2024-4583-2068	opening, hole	Zalizniak-2024-4583-766	defect	1	0
Zalizniak-2024-4583-2068	opening, hole	Zalizniak-2024-4583-2491	Saint-John's-wort (Hypericum)	0	1
Zalizniak-2024-4583-2068	opening, hole	Zalizniak-2024-4583-1832	middle of nowhere, periphery	1	0
Zalizniak-2024-4583-2068	opening, hole	Zalizniak-2024-4583-2289	prison	1	0
Zalizniak-2024-4583-2068	opening, hole	Zalizniak-2024-4583-33	advantage	1	0
Zalizniak-2024-4583-2071	opportunity	Zalizniak-2024-4583-3038	time	1	0
Zalizniak-2024-4583-2072	opposite	Zalizniak-2024-4583-42	against	2	0
Zalizniak-2024-4583-2073	orange (plant)	Zalizniak-2024-4583-1865	mock-orange	0	1
Zalizniak-2024-4583-2078	organ (anatomy)	Zalizniak-2024-4583-1523	institution	2	1
Zalizniak-2024-4583-2081	orphan	Zalizniak-2024-4583-2414	ring finger	0	1
Zalizniak-2024-4583-2081	orphan	Zalizniak-2024-4583-1542	jack (playing card)	1	0
Zalizniak-2024-4583-2081	orphan	Zalizniak-2024-4583-4338	unique	1	0
Zalizniak-2024-4583-2081	orphan	Zalizniak-2024-4583-1011	farm laborer	2	0
Zalizniak-2024-4583-2081	orphan	Zalizniak-2024-4583-2258	poor, needy	2	0
Zalizniak-2024-4583-2081	orphan	Zalizniak-2024-4583-657	Coracina novaehollandiae	1	0
Zalizniak-2024-4583-2084	other	Zalizniak-2024-4583-1157	friend	1	1
Zalizniak-2024-4583-2084	other	Zalizniak-2024-4583-4536	wrong	1	0
Zalizniak-2024-4583-2086	otter (Lutra lutra)	Zalizniak-2024-4583-230	beaver (Castor fiber)	1	0
Zalizniak-2024-4583-2086	otter (Lutra lutra)	Zalizniak-2024-4583-2024	nutria, coypu	1	0
Zalizniak-2024-4583-2088	outwards	Zalizniak-2024-4583-423	by heart	0	1
Zalizniak-2024-4583-2090	overcoat	Zalizniak-2024-4583-640	condom	1	0
Zalizniak-2024-4583-2091	owl	Zalizniak-2024-4583-2252	police officer	1	0
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-1449	husband	10	2
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-3034	tiger	1	0
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-222	bear (Ursus)	2	1
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-2773	spirit (supernatural being)	2	0
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-4526	woodland spirit	1	0
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-147	author	1	0
Zalizniak-2024-4583-2093	owner	Zalizniak-2024-4583-1816	merchant	1	0
Zalizniak-2024-4583-2094	owner (female)	Zalizniak-2024-4583-4482	wife	2	0
Zalizniak-2024-4583-2094	owner (female)	Zalizniak-2024-4583-1434	house spirit	1	0
Zalizniak-2024-4583-2094	owner (female)	Zalizniak-2024-4583-1899	mother of one's husband	1	0
Zalizniak-2024-4583-2097	person of a different faith	Zalizniak-2024-4583-713	cruel	1	0
Zalizniak-2024-4583-2097	person of a different faith	Zalizniak-2024-4583-179	bad person	1	0
Zalizniak-2024-4583-2098	place name	Zalizniak-2024-4583-984	fish	1	1
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-1271	green	0	1
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-385	brown	1	1
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-211	bastard	0	2
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-846	drug, medicine	4	0
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-1184	(gun)powder	2	2
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-747	daughter	1	0
Zalizniak-2024-4583-2099	plant (biol.)	Zalizniak-2024-4583-2424	roof	0	1
Zalizniak-2024-4583-2101	priest	Zalizniak-2024-4583-1760	mantis	0	1
Zalizniak-2024-4583-2101	priest	Zalizniak-2024-4583-4506	wise	1	0
Zalizniak-2024-4583-2101	priest	Zalizniak-2024-4583-2301	prophet	1	0
Zalizniak-2024-4583-2102	profession	Zalizniak-2024-4583-425	capricorn beetle	1	0
Zalizniak-2024-4583-2102	profession	Zalizniak-2024-4583-2958	talkative person	4	0
Zalizniak-2024-4583-2102	profession	Zalizniak-2024-4583-1261	grasshopper (Tettigonioidea)	1	0
Zalizniak-2024-4583-2102	profession	Zalizniak-2024-4583-1068	firebug, Pyrrhocoris apterus	1	1
Zalizniak-2024-4583-2105	page	Zalizniak-2024-4583-4444	website	1	1
Zalizniak-2024-4583-2106	pain	Zalizniak-2024-4583-733	disease	3	1
Zalizniak-2024-4583-2106	pain	Zalizniak-2024-4583-446	cancer (disease)	0	1
Zalizniak-2024-4583-2107	paint, dye (n.)	Zalizniak-2024-4583-428	colour	1	0
Zalizniak-2024-4583-2110	palace	Zalizniak-2024-4583-4266	transport station	2	0
Zalizniak-2024-4583-2112	palate	Zalizniak-2024-4583-2970	taste (n.)	1	0
Zalizniak-2024-4583-2112	palate	Zalizniak-2024-4583-653	conversation	1	0
Zalizniak-2024-4583-2114	palm (body part)	Zalizniak-2024-4583-779	destiny	1	0
Zalizniak-2024-4583-2114	palm (body part)	Zalizniak-2024-4583-3022	threshing floor	1	0
Zalizniak-2024-4583-2114	palm (body part)	Zalizniak-2024-4583-2115	palm (tree)	1	0
Zalizniak-2024-4583-2114	palm (body part)	Zalizniak-2024-4583-4058	to steal	0	1
Zalizniak-2024-4583-2116	palmyra palm	Zalizniak-2024-4583-2892	sugar	0	1
Zalizniak-2024-4583-2118	pandanus	Zalizniak-2024-4583-2205	pineapple	0	1
Zalizniak-2024-4583-2119	paper	Zalizniak-2024-4583-1658	letter (text)	3	0
Zalizniak-2024-4583-2119	paper	Zalizniak-2024-4583-2229	playing cards	1	0
Zalizniak-2024-4583-2119	paper	Zalizniak-2024-4583-817	document (n.)	4	0
Zalizniak-2024-4583-2119	paper	Zalizniak-2024-4583-330	book (n.)	3	0
Zalizniak-2024-4583-2119	paper	Zalizniak-2024-4583-3880	to read	0	1
Zalizniak-2024-4583-2120	papular eruption (on the skin)	Zalizniak-2024-4583-1344	hearts (in cards)	1	0
Zalizniak-2024-4583-2124	parents	Zalizniak-2024-4583-1902	motherland	0	2
Zalizniak-2024-4583-2128	part	Zalizniak-2024-4583-779	destiny	5	1
Zalizniak-2024-4583-2128	part	Zalizniak-2024-4583-257	beloved	1	0
Zalizniak-2024-4583-2128	part	Zalizniak-2024-4583-424	byte	1	0
Zalizniak-2024-4583-2128	part	Zalizniak-2024-4583-650	continent	1	0
Zalizniak-2024-4583-2128	part	Zalizniak-2024-4583-2956	talent	1	0
Zalizniak-2024-4583-2129	participant in the ritual wedding procession	Zalizniak-2024-4583-4559	young person	1	0
Zalizniak-2024-4583-2130	partridge	Zalizniak-2024-4583-620	common quail	0	2
Zalizniak-2024-4583-2130	partridge	Zalizniak-2024-4583-1330	hazel grouse (Tetrastes bonasia)	1	1
Zalizniak-2024-4583-2130	partridge	Zalizniak-2024-4583-1285	guinea fowl	1	0
Zalizniak-2024-4583-2130	partridge	Zalizniak-2024-4583-4495	willow ptarmigan	0	1
Zalizniak-2024-4583-2132	pass (document allowing admission)	Zalizniak-2024-4583-1658	letter (text)	1	0
Zalizniak-2024-4583-2136	passionate, zealous	Zalizniak-2024-4583-1551	jealous	1	1
Zalizniak-2024-4583-2142	pawn (in chess)	Zalizniak-2024-4583-2316	puppet, lay figure	1	0
Zalizniak-2024-4583-2145	peace	Zalizniak-2024-4583-3659	to kiss	1	0
Zalizniak-2024-4583-2146	peach	Zalizniak-2024-4583-2237	plum	0	9
Zalizniak-2024-4583-2146	peach	Zalizniak-2024-4583-1344	hearts (in cards)	1	0
Zalizniak-2024-4583-2146	peach	Zalizniak-2024-4583-2748	spades (in cards)	1	0
Zalizniak-2024-4583-2147	peacock	Zalizniak-2024-4583-118	arrogant	1	0
Zalizniak-2024-4583-2148	peak of mountain	Zalizniak-2024-4583-1333	head	1	0
Zalizniak-2024-4583-2148	peak of mountain	Zalizniak-2024-4583-4244	top of the head	1	0
Zalizniak-2024-4583-2149	peanut	Zalizniak-2024-4583-577	clubs (in cards)	1	0
Zalizniak-2024-4583-2150	pear	Zalizniak-2024-4583-1113	fool	1	0
Zalizniak-2024-4583-2150	pear	Zalizniak-2024-4583-906	electric lamp	1	0
Zalizniak-2024-4583-2150	pear	Zalizniak-2024-4583-2267	potato	1	1
Zalizniak-2024-4583-2150	pear	Zalizniak-2024-4583-1279	guava	1	0
Zalizniak-2024-4583-2150	pear	Zalizniak-2024-4583-2205	pineapple	0	1
Zalizniak-2024-4583-2151	pearl	Zalizniak-2024-4583-1674	lily-of-the-valley (Convallaria majalis)	1	2
Zalizniak-2024-4583-2151	pearl	Zalizniak-2024-4583-1285	guinea fowl	1	2
Zalizniak-2024-4583-2151	pearl	Zalizniak-2024-4583-2152	pearl barley	0	1
Zalizniak-2024-4583-2158	peled	Zalizniak-2024-4583-2561	September	0	1
Zalizniak-2024-4583-2160	pellicle, membrane	Zalizniak-2024-4583-471	cataract (of the eye)	3	0
Zalizniak-2024-4583-2160	pellicle, membrane	Zalizniak-2024-4583-569	cloud	1	0
Zalizniak-2024-4583-2160	pellicle, membrane	Zalizniak-2024-4583-1057	film, movie	1	0
Zalizniak-2024-4583-2162	pen (for writing)	Zalizniak-2024-4583-532	chisel	1	0
Zalizniak-2024-4583-2162	pen (for writing)	Zalizniak-2024-4583-1583	kind (n.)	1	0
Zalizniak-2024-4583-2167	people, nation	Zalizniak-2024-4583-671	country, land	1	0
Zalizniak-2024-4583-2169	perch (Perca fluviatilis)	Zalizniak-2024-4583-2451	ruff (fish)	0	1
Zalizniak-2024-4583-2169	perch (Perca fluviatilis)	Zalizniak-2024-4583-2257	pondweed	0	1
Zalizniak-2024-4583-2174	pericarp of a lotus	Zalizniak-2024-4583-1831	middle finger	1	0
Zalizniak-2024-4583-2175	period of time	Zalizniak-2024-4583-43	age	2	0
Zalizniak-2024-4583-2176	permission	Zalizniak-2024-4583-4368	vacation	1	0
Zalizniak-2024-4583-2180	person of small stature	Zalizniak-2024-4583-1548	Japanese	1	0
Zalizniak-2024-4583-2184	pharaoh	Zalizniak-2024-4583-1285	guinea fowl	0	1
Zalizniak-2024-4583-2185	pheasant	Zalizniak-2024-4583-4303	turkey	0	1
Zalizniak-2024-4583-2186	phosphorus	Zalizniak-2024-4583-1783	match (for fire)	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-2674	slattern	2	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-179	bad person	3	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-194	barbel	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1350	hedgehog (Еrinaceus)	1	2
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-184	badger (Meles)	1	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1799	meat	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-2070	opossum	0	2
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-2	animal	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1329	haystack	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-2252	police officer	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1631	lead, plumbum	0	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-2921	swearword	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1375	Heterodon nasicus	0	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-327	Boletus edulis	1	0
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1873	mole cricket (Gryllotalpa)	0	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-92	anteater	0	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-2265	porcupine	0	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-455	capybara	0	3
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1286	guinea pig (Cavia porcellus)	1	1
Zalizniak-2024-4583-2191	pig (Sus scrofa)	Zalizniak-2024-4583-1921	mumps	1	3
Zalizniak-2024-4583-2192	pigeon (Columba)	Zalizniak-2024-4583-1747	maize	1	1
Zalizniak-2024-4583-2192	pigeon (Columba)	Zalizniak-2024-4583-1897	moth	1	0
Zalizniak-2024-4583-2192	pigeon (Columba)	Zalizniak-2024-4583-4476	whore	1	1
Zalizniak-2024-4583-2192	pigeon (Columba)	Zalizniak-2024-4583-107	April	1	0
Zalizniak-2024-4583-2193	piglet	Zalizniak-2024-4583-686	cowrie	0	1
Zalizniak-2024-4583-2195	pike (fish)	Zalizniak-2024-4583-107	April	0	1
Zalizniak-2024-4583-2195	pike (fish)	Zalizniak-2024-4583-1463	icicle	1	0
Zalizniak-2024-4583-2197	pillar	Zalizniak-2024-4583-2637	side of a coin	1	0
Zalizniak-2024-4583-2197	pillar	Zalizniak-2024-4583-1463	icicle	0	1
Zalizniak-2024-4583-2198	pillow	Zalizniak-2024-4583-276	birch bolete (Leccinum scabrum)	1	0
Zalizniak-2024-4583-2198	pillow	Zalizniak-2024-4583-227	bearing (mechanical device)	1	1
Zalizniak-2024-4583-2198	pillow	Zalizniak-2024-4583-204	base (geometry)	1	0
Zalizniak-2024-4583-2198	pillow	Zalizniak-2024-4583-39	afterbirth, placenta	1	1
Zalizniak-2024-4583-2200	pilot sucker	Zalizniak-2024-4583-695	creditor	1	0
Zalizniak-2024-4583-2201	pimple	Zalizniak-2024-4583-1993	nipple (part of the breast)	1	0
Zalizniak-2024-4583-2204	pine-tree	Zalizniak-2024-4583-6	abies (Abies)	1	0
Zalizniak-2024-4583-2204	pine-tree	Zalizniak-2024-4583-1424	horsetail, equisetum	1	1
Zalizniak-2024-4583-2205	pineapple	Zalizniak-2024-4583-1304	hand grenade	2	0
Zalizniak-2024-4583-2206	pink	Zalizniak-2024-4583-1310	happy	2	0
Zalizniak-2024-4583-2206	pink	Zalizniak-2024-4583-1240	good	2	0
Zalizniak-2024-4583-2209	piper (musician)	Zalizniak-2024-4583-2655	siskin	1	0
Zalizniak-2024-4583-2210	Pisces	Zalizniak-2024-4583-1767	March	0	1
Zalizniak-2024-4583-2211	pit	Zalizniak-2024-4583-4235	tomb	3	0
Zalizniak-2024-4583-2211	pit	Zalizniak-2024-4583-2289	prison	2	0
Zalizniak-2024-4583-2212	pitchfork	Zalizniak-2024-4583-3030	thymus	0	1
Zalizniak-2024-4583-2212	pitchfork	Zalizniak-2024-4583-2681	slingshot	0	1
Zalizniak-2024-4583-2212	pitchfork	Zalizniak-2024-4583-140	August	0	1
Zalizniak-2024-4583-2213	pith, medulla	Zalizniak-2024-4583-2767	spinal cord	1	0
Zalizniak-2024-4583-2214	place	Zalizniak-2024-4583-1521	instead of	0	1
Zalizniak-2024-4583-2214	place	Zalizniak-2024-4583-39	afterbirth, placenta	1	1
Zalizniak-2024-4583-2226	plate (a serving dish)	Zalizniak-2024-4583-1592	knee-cap	1	0
Zalizniak-2024-4583-2226	plate (a serving dish)	Zalizniak-2024-4583-39	afterbirth, placenta	0	1
Zalizniak-2024-4583-2230	pleasant	Zalizniak-2024-4583-2923	sweet (taste)	1	0
Zalizniak-2024-4583-2234	plough, ard	Zalizniak-2024-4583-1887	moose	0	1
Zalizniak-2024-4583-2234	plough, ard	Zalizniak-2024-4583-4339	unit of area	1	0
Zalizniak-2024-4583-2235	ploughing	Zalizniak-2024-4583-107	April	0	1
Zalizniak-2024-4583-2237	plum	Zalizniak-2024-4583-4239	tonsil	1	1
Zalizniak-2024-4583-2238	plum blossom	Zalizniak-2024-4583-577	clubs (in cards)	1	0
Zalizniak-2024-4583-2240	pockmarked	Zalizniak-2024-4583-2205	pineapple	1	0
Zalizniak-2024-4583-2243	poetry	Zalizniak-2024-4583-999	false, wrong	1	0
Zalizniak-2024-4583-2244	poison	Zalizniak-2024-4583-81	anger	2	0
Zalizniak-2024-4583-2244	poison	Zalizniak-2024-4583-1105	fly agaric (Amanita muscaria)	2	2
Zalizniak-2024-4583-2244	poison	Zalizniak-2024-4583-1360	hemlock (plant)	0	1
Zalizniak-2024-4583-2244	poison	Zalizniak-2024-4583-2054	oleander	0	1
Zalizniak-2024-4583-2245	poisonous	Zalizniak-2024-4583-2503	sarcastic	3	0
Zalizniak-2024-4583-2245	poisonous	Zalizniak-2024-4583-1742	magic	1	0
Zalizniak-2024-4583-2247	polar night	Zalizniak-2024-4583-2013	November	0	1
Zalizniak-2024-4583-2249	pole (long stick)	Zalizniak-2024-4583-2959	tall person	2	1
Zalizniak-2024-4583-2249	pole (long stick)	Zalizniak-2024-4583-334	boss	1	0
Zalizniak-2024-4583-2252	police officer	Zalizniak-2024-4583-1542	jack (playing card)	1	0
Zalizniak-2024-4583-2256	pomegranate	Zalizniak-2024-4583-1279	guava	1	1
Zalizniak-2024-4583-2256	pomegranate	Zalizniak-2024-4583-1326	hawthorn	1	0
Zalizniak-2024-4583-2258	poor, needy	Zalizniak-2024-4583-1858	miserable, unhappy	2	0
Zalizniak-2024-4583-2258	poor, needy	Zalizniak-2024-4583-2448	rude, impolite	1	0
Zalizniak-2024-4583-2258	poor, needy	Zalizniak-2024-4583-2081	orphan	1	0
Zalizniak-2024-4583-2260	popcorn	Zalizniak-2024-4583-1663	lie (n.), untruth	1	0
Zalizniak-2024-4583-2261	pope	Zalizniak-2024-4583-2451	ruff (fish)	1	0
Zalizniak-2024-4583-2261	pope	Zalizniak-2024-4583-161	bird	1	0
Zalizniak-2024-4583-2262	poplar (Populus alba)	Zalizniak-2024-4583-6	abies (Abies)	1	0
Zalizniak-2024-4583-2263	poppy (Papaver somniferum)	Zalizniak-2024-4583-4245	top, upper part	0	1
Zalizniak-2024-4583-2263	poppy (Papaver somniferum)	Zalizniak-2024-4583-2375	red	1	0
Zalizniak-2024-4583-2265	porcupine	Zalizniak-2024-4583-1350	hedgehog (Еrinaceus)	1	0
Zalizniak-2024-4583-2267	potato	Zalizniak-2024-4583-2999	testicle	1	0
Zalizniak-2024-4583-2269	poverty	Zalizniak-2024-4583-1932	must	1	1
Zalizniak-2024-4583-2272	power, authority	Zalizniak-2024-4583-671	country, land	2	0
Zalizniak-2024-4583-2272	power, authority	Zalizniak-2024-4583-122	artery	0	1
Zalizniak-2024-4583-2275	precipice, abyss	Zalizniak-2024-4583-1913	mouth	1	0
Zalizniak-2024-4583-2275	precipice, abyss	Zalizniak-2024-4583-1356	hell	1	1
Zalizniak-2024-4583-2277	predator	Zalizniak-2024-4583-4516	wolf	1	0
Zalizniak-2024-4583-2278	pregnant	Zalizniak-2024-4583-1145	fraught with consequences	2	0
Zalizniak-2024-4583-2279	present, gift	Zalizniak-2024-4583-2956	talent	3	2
Zalizniak-2024-4583-2279	present, gift	Zalizniak-2024-4583-228	beautiful	0	1
Zalizniak-2024-4583-2282	prickly, thorned	Zalizniak-2024-4583-2503	sarcastic	1	0
Zalizniak-2024-4583-2284	priest (Christianity)	Zalizniak-2024-4583-738	dandelion	1	1
Zalizniak-2024-4583-2284	priest (Christianity)	Zalizniak-2024-4583-327	Boletus edulis	1	0
